1,+3.09934900E+00,+1.77813900E+00
2,+3.03173800E+00,+1.69165500E+00
3,+3.12481700E+00,+1.71046200E+00
4,+3.12200500E+00,+1.69525800E+00
5,+3.11015800E+00,+1.66110200E+00
6,+3.14779100E+00,+1.71503900E+00
7,+3.17543500E+00,+1.77236800E+00
8,+3.19395500E+00,+1.77590300E+00
9,+3.15064500E+00,+1.77400600E+00
10,+3.11359800E+00,+1.74444500E+00
11,+3.18668900E+00,+1.78595500E+00
12,+3.20939700E+00,+1.80445100E+00
13,+3.21402700E+00,+1.80411900E+00
14,+3.20854400E+00,+1.80023400E+00
15,+3.19805200E+00,+1.79927700E+00
16,+3.19078900E+00,+1.78864200E+00
17,+3.18113600E+00,+1.79273600E+00
18,+3.22672700E+00,+1.81887100E+00
19,+3.23835300E+00,+1.83011600E+00
20,+3.21749900E+00,+1.81847900E+00
21,+3.22899100E+00,+1.82208500E+00
22,+3.22862300E+00,+1.81793200E+00
23,+3.24461200E+00,+1.82275600E+00
24,+3.24788000E+00,+1.81726400E+00
25,+3.21988600E+00,+1.80164600E+00
26,+3.20877600E+00,+1.80810200E+00
27,+3.23090100E+00,+1.80896800E+00
28,+3.19639800E+00,+1.79935100E+00
29,+3.21288600E+00,+1.80896800E+00
30,+3.18929700E+00,+1.79485800E+00
31,+3.23915000E+00,+1.82264600E+00
32,+3.13610200E+00,+1.76883200E+00
33,+3.22676200E+00,+1.80939200E+00
34,+3.19635300E+00,+1.79679400E+00
35,+3.21144300E+00,+1.80143400E+00
36,+3.19890800E+00,+1.80085200E+00
37,+3.20515600E+00,+1.80106400E+00
38,+3.21014100E+00,+1.80312600E+00
39,+3.20857500E+00,+1.80386400E+00
40,+3.22342400E+00,+1.81116500E+00
41,+3.24017500E+00,+1.81845800E+00
42,+3.21821100E+00,+1.80683800E+00
43,+3.23458000E+00,+1.81515200E+00
44,+3.25300900E+00,+1.83235500E+00
45,+3.15623700E+00,+1.77822000E+00
46,+3.17809900E+00,+1.78173400E+00
47,+3.21853100E+00,+1.81173300E+00
48,+3.23046900E+00,+1.81370000E+00
49,+3.25442000E+00,+1.81871900E+00
50,+3.23603300E+00,+1.80521300E+00
51,+3.20551100E+00,+1.79504500E+00
52,+3.24645800E+00,+1.82319000E+00
53,+3.23725800E+00,+1.82126900E+00
54,+3.21082900E+00,+1.80285400E+00
55,+3.19354100E+00,+1.79469900E+00
56,+3.16967800E+00,+1.76787900E+00
57,+3.18075300E+00,+1.77723500E+00
58,+3.17091400E+00,+1.77828700E+00
59,+3.15440100E+00,+1.77657800E+00
60,+3.13640100E+00,+1.75860400E+00
61,+3.11712900E+00,+1.75819800E+00
62,+3.11777100E+00,+1.76022500E+00
63,+3.07453500E+00,+1.74237900E+00
64,+3.11707600E+00,+1.75145600E+00
65,+3.15876500E+00,+1.77450100E+00
66,+3.11660600E+00,+1.74313500E+00
67,+3.11305700E+00,+1.75249400E+00
68,+3.13674800E+00,+1.76167000E+00
69,+3.16056900E+00,+1.77411200E+00
70,+3.14876000E+00,+1.76593600E+00
71,+3.19260000E+00,+1.79610500E+00
72,+3.17654100E+00,+1.78879400E+00
73,+3.15770800E+00,+1.77110000E+00
74,+3.16893400E+00,+1.78348600E+00
75,+3.23245900E+00,+1.81901900E+00
76,+3.22222700E+00,+1.80453200E+00
77,+3.23126200E+00,+1.81337200E+00
78,+3.16666600E+00,+1.77915600E+00
79,+3.21289700E+00,+1.80175900E+00
80,+3.21250700E+00,+1.80555600E+00
81,+3.24484700E+00,+1.81967300E+00
82,+3.24224300E+00,+1.82627400E+00
83,+3.18625400E+00,+1.80215800E+00
84,+3.22103700E+00,+1.82206000E+00
85,+3.17830300E+00,+1.79882800E+00
86,+3.20205300E+00,+1.81287400E+00
87,+3.19556600E+00,+1.81063100E+00
88,+3.19636700E+00,+1.80527000E+00
89,+3.15273000E+00,+1.78654800E+00
90,+3.11232300E+00,+1.76461200E+00
91,+3.07151600E+00,+1.74719700E+00
92,+3.11443700E+00,+1.77024500E+00
93,+3.12955900E+00,+1.78380700E+00
94,+3.17700000E+00,+1.80770700E+00
95,+3.16475700E+00,+1.80452500E+00
96,+3.14267000E+00,+1.79186300E+00
97,+3.15859300E+00,+1.80178100E+00
98,+3.13675200E+00,+1.79100500E+00
99,+3.16764900E+00,+1.80660100E+00
100,+3.16276300E+00,+1.80677800E+00
101,+3.20265700E+00,+1.82180900E+00
102,+3.23777800E+00,+1.84036600E+00
103,+3.23765800E+00,+1.84152700E+00
104,+3.24120700E+00,+1.84510200E+00
105,+3.19829700E+00,+1.82380800E+00
106,+3.14672800E+00,+1.78258500E+00
107,+3.13737600E+00,+1.77392200E+00
108,+3.23334100E+00,+1.83132400E+00
109,+3.18104400E+00,+1.79635600E+00
110,+3.16270000E+00,+1.79526100E+00
111,+3.12621000E+00,+1.77156200E+00
112,+3.13897400E+00,+1.77946000E+00
113,+3.14387700E+00,+1.78056500E+00
114,+3.10388100E+00,+1.76283500E+00
115,+3.12197300E+00,+1.77539100E+00
116,+3.12092400E+00,+1.77706100E+00
117,+3.16949500E+00,+1.80233200E+00
118,+3.17127200E+00,+1.80247300E+00
119,+3.06223200E+00,+1.74482700E+00
120,+3.14392000E+00,+1.78736400E+00
121,+3.13807500E+00,+1.78116500E+00
122,+3.07391400E+00,+1.74875000E+00
123,+3.14359300E+00,+1.78853600E+00
124,+3.03724200E+00,+1.73157900E+00
125,+2.96729600E+00,+1.69367200E+00
126,+3.08620700E+00,+1.75417200E+00
127,+3.08772700E+00,+1.75581800E+00
128,+3.07682700E+00,+1.75048500E+00
129,+3.07966000E+00,+1.75218000E+00
130,+3.18428400E+00,+1.80757600E+00
131,+3.25355600E+00,+1.83915800E+00
132,+3.23165600E+00,+1.82876400E+00
133,+3.24870500E+00,+1.83566100E+00
134,+3.20767300E+00,+1.80158300E+00
135,+3.15997900E+00,+1.78320700E+00
136,+3.14302400E+00,+1.77782800E+00
137,+3.21665300E+00,+1.81827100E+00
138,+3.20189900E+00,+1.79456200E+00
139,+3.18346600E+00,+1.79450200E+00
140,+3.24506100E+00,+1.83305500E+00
141,+3.18603600E+00,+1.79828400E+00
142,+3.18776300E+00,+1.78968800E+00
143,+3.18202000E+00,+1.79797000E+00
144,+3.23916400E+00,+1.83062100E+00
145,+3.21910300E+00,+1.81867000E+00
146,+3.22872800E+00,+1.81611300E+00
147,+3.19980000E+00,+1.79905800E+00
148,+3.22261700E+00,+1.81735200E+00
149,+3.21891300E+00,+1.81713700E+00
150,+3.18901600E+00,+1.79402100E+00
151,+3.19189100E+00,+1.81097700E+00
152,+3.16510100E+00,+1.79772300E+00
153,+3.17447000E+00,+1.79707300E+00
154,+3.19377300E+00,+1.80903800E+00
155,+3.21005000E+00,+1.81820300E+00
156,+3.10375800E+00,+1.75969900E+00
157,+3.19963800E+00,+1.80455300E+00
158,+3.16919400E+00,+1.79021700E+00
159,+3.09002600E+00,+1.74620100E+00
160,+3.19152600E+00,+1.79867600E+00
161,+3.14178200E+00,+1.77403100E+00
162,+3.14733200E+00,+1.77573700E+00
163,+3.20904200E+00,+1.80964200E+00
164,+3.13423100E+00,+1.76757900E+00
165,+3.12998000E+00,+1.76715500E+00
166,+3.12127800E+00,+1.76108700E+00
167,+3.14658700E+00,+1.77803300E+00
168,+3.13743600E+00,+1.77522100E+00
169,+3.01751100E+00,+1.71284300E+00
170,+3.15318300E+00,+1.77741100E+00
171,+3.01040600E+00,+1.70303100E+00
172,+3.09276400E+00,+1.74615800E+00
173,+3.11765600E+00,+1.75962800E+00
174,+3.03889500E+00,+1.71662200E+00
175,+3.03358100E+00,+1.71297300E+00
176,+3.00249700E+00,+1.69579800E+00
177,+2.98705900E+00,+1.69189200E+00
178,+3.04194200E+00,+1.72051700E+00
179,+3.02715000E+00,+1.71050100E+00
180,+3.06105600E+00,+1.72454000E+00
181,+3.02572100E+00,+1.70869300E+00
182,+3.02311700E+00,+1.70744300E+00
183,+2.98216900E+00,+1.68937700E+00
184,+3.06101700E+00,+1.72890500E+00
185,+3.13639300E+00,+1.76999800E+00
186,+3.02877200E+00,+1.71191000E+00
187,+3.12353900E+00,+1.76327700E+00
188,+3.13537600E+00,+1.76841900E+00
189,+3.03470800E+00,+1.71637800E+00
190,+3.12626300E+00,+1.76689300E+00
191,+3.03063600E+00,+1.71552300E+00
192,+3.11727600E+00,+1.76396200E+00
193,+3.06450300E+00,+1.73365600E+00
194,+3.06948700E+00,+1.73737500E+00
195,+3.06474900E+00,+1.73518800E+00
196,+3.03178400E+00,+1.71903700E+00
197,+3.02326100E+00,+1.71713400E+00
198,+2.98020000E+00,+1.69686500E+00
199,+2.99127500E+00,+1.69961600E+00
200,+3.01881700E+00,+1.80007800E+00
201,+3.05459300E+00,+1.82030500E+00
202,+3.03006000E+00,+1.80740700E+00
203,+3.05793900E+00,+1.75471900E+00
204,+3.08497500E+00,+1.74655000E+00
